new_name;page;qid;id;layout;filter;group;question_dutch;subquestion_dutch;categories_dutch;question_english;subquestion_english;categories_english;ordered;type;nice_name_english
;44.1100000000001;v1_vo;v1_vo_kind3;grid;v0;Information Children Secondary ;Wij vragen om de voornaam van uw kind zodat u de juiste vraag over het juiste kind beantwoordt. Deze voornaam wordt verder nergens voor gebruikt en wordt ook niet beschikbaar gemaakt voor de onderzoekers. U kunt er ook voor kiezen om in plaats van de voornaam een bijnaam voor uw kind te gebruiken, of andere informatie die ervoor zorgt dat u weet over welk kind het gaat (bv. “dochter, 14”).;Derde kind op de middelbare school;naam, geslacht, geboortejaar, niveau, klas;"We ask for the first name of your children so that you answer the right question about the right child. This first name will not be used for anything else, nor will it be made available to the researchers. You can also choose to use a nickname for your child instead of the first name, or other information that ensures that you know which child it concerns (e.g. ""daughter, 14"").";Third child in secondary school;name, gender, birthyear, level, class;;int;
;44.1200000000001;v1_vo;v1_vo_kind4;grid;v0;Information Children Secondary ;Wij vragen om de voornaam van uw kind zodat u de juiste vraag over het juiste kind beantwoordt. Deze voornaam wordt verder nergens voor gebruikt en wordt ook niet beschikbaar gemaakt voor de onderzoekers. U kunt er ook voor kiezen om in plaats van de voornaam een bijnaam voor uw kind te gebruiken, of andere informatie die ervoor zorgt dat u weet over welk kind het gaat (bv. “dochter, 14”).;Vierde kind op de middelbare school;naam, geslacht, geboortejaar, niveau, klas;"We ask for the first name of your children so that you answer the right question about the right child. This first name will not be used for anything else, nor will it be made available to the researchers. You can also choose to use a nickname for your child instead of the first name, or other information that ensures that you know which child it concerns (e.g. ""daughter, 14"").";Fourth child in secondary school;name, gender, birthyear, level, class;;int;
;44.1300000000001;v1_vo;v1_vo_kind5;grid;v0;Information Children Secondary ;Wij vragen om de voornaam van uw kind zodat u de juiste vraag over het juiste kind beantwoordt. Deze voornaam wordt verder nergens voor gebruikt en wordt ook niet beschikbaar gemaakt voor de onderzoekers. U kunt er ook voor kiezen om in plaats van de voornaam een bijnaam voor uw kind te gebruiken, of andere informatie die ervoor zorgt dat u weet over welk kind het gaat (bv. “dochter, 14”).;Vijfde kind op de middelbare school;naam, geslacht, geboortejaar, niveau, klas;"We ask for the first name of your children so that you answer the right question about the right child. This first name will not be used for anything else, nor will it be made available to the researchers. You can also choose to use a nickname for your child instead of the first name, or other information that ensures that you know which child it concerns (e.g. ""daughter, 14"").";Fifth child in secondary school;name, gender, birthyear, level, class;;int;
;45.01;v2_bokind;v2a_bokind;grid;v0;Weekly Time Spent Children;"Wat deed kind in een normale week toen de school gesloten was vanwege het coronavirus, en hoe was dat in een normale week voordat de school op 16 maart werd gesloten?

Hoeveel uur besteedde kind aan de volgende activiteiten?
    • Als kind geen tijd heeft besteed aan een bepaalde activiteit, vult u dan een 0 in bij 'uren'.
    • Let op: u kunt alleen hele uren invullen.
Een week bestaat uit 168 uur. Wilt u de volledige 168 uur verdelen over de activiteiten. Onderin de tabel kunt u zien hoeveel uren er nog te verdelen zijn. U kunt de uren die u niet kwijt kunt kunt u bij de andere categorieën onder de categorie “overige activiteiten” zetten.";Op school / naschoolse opvang;Aantal (hele) uren besteed in een normale week toen de school was gesloten, Aantal (hele) uren besteed in een normale week vor de sluiting van de school op 16 maart;"What did the child do in a normal week when the school was closed because of the coronavirus, and what was it like in a normal week before the school closed on March 16?

How many hours did the child spend on the following activities?
• If the child has not spent time on a certain activity, enter a 0 in 'hours'.
• Note: you can only fill in whole hours.
A week consists of 168 hours. Do you want to divide the entire 168 hours between the activities. At the bottom of the table you can see how many hours can still be divided. You can put the hours you cannot spend under the category “other activities” in the other categories.";At school / after-school care;Number of (whole) hours spent in a normal week when the school was closed, Number of (whole) hours spent in a normal week before the school was closed on March 16;;int;
;45.02;v2_bokind;v2b_bokind;grid;v0;Weekly Time Spent Children;"Wat deed kind in een normale week toen de school gesloten was vanwege het coronavirus, en hoe was dat in een normale week voordat de school op 16 maart werd gesloten?

Hoeveel uur besteedde kind aan de volgende activiteiten?
    • Als kind geen tijd heeft besteed aan een bepaalde activiteit, vult u dan een 0 in bij 'uren'.
    • Let op: u kunt alleen hele uren invullen.
Een week bestaat uit 168 uur. Wilt u de volledige 168 uur verdelen over de activiteiten. Onderin de tabel kunt u zien hoeveel uren er nog te verdelen zijn. U kunt de uren die u niet kwijt kunt kunt u bij de andere categorieën onder de categorie “overige activiteiten” zetten.";Bezig met televisie kijken, gamen, smartphone, laptop, computer enz. (digitale activiteiten);Aantal (hele) uren besteed in een normale week toen de school was gesloten, Aantal (hele) uren besteed in een normale week vor de sluiting van de school op 16 maart;"What did the child do in a normal week when the school was closed because of the coronavirus, and what was it like in a normal week before the school closed on March 16?

How many hours did the child spend on the following activities?
• If the child has not spent time on a certain activity, enter a 0 in 'hours'.
• Note: you can only fill in whole hours.
A week consists of 168 hours. Do you want to divide the entire 168 hours between the activities. At the bottom of the table you can see how many hours can still be divided. You can put the hours you cannot spend under the category “other activities” in the other categories.";Watching television, gaming, smartphone, laptop, computer, etc. (digital activities);Number of (whole) hours spent in a normal week when the school was closed, Number of (whole) hours spent in a normal week before the school was closed on March 17;;int;
;45.03;v2_bokind;v2c_bokind;grid;v0;Weekly Time Spent Children;"Wat deed kind in een normale week toen de school gesloten was vanwege het coronavirus, en hoe was dat in een normale week voordat de school op 16 maart werd gesloten?

Hoeveel uur besteedde kind aan de volgende activiteiten?
    • Als kind geen tijd heeft besteed aan een bepaalde activiteit, vult u dan een 0 in bij 'uren'.
    • Let op: u kunt alleen hele uren invullen.
Een week bestaat uit 168 uur. Wilt u de volledige 168 uur verdelen over de activiteiten. Onderin de tabel kunt u zien hoeveel uren er nog te verdelen zijn. U kunt de uren die u niet kwijt kunt kunt u bij de andere categorieën onder de categorie “overige activiteiten” zetten.";Bezig met leeractiviteiten, zoals zelf bezig zijn met school- en huiswerk, maar niet op school;Aantal (hele) uren besteed in een normale week toen de school was gesloten, Aantal (hele) uren besteed in een normale week vor de sluiting van de school op 16 maart;"What did the child do in a normal week when the school was closed because of the coronavirus, and what was it like in a normal week before the school closed on March 16?

How many hours did the child spend on the following activities?
• If the child has not spent time on a certain activity, enter a 0 in 'hours'.
• Note: you can only fill in whole hours.
A week consists of 168 hours. Do you want to divide the entire 168 hours between the activities. At the bottom of the table you can see how many hours can still be divided. You can put the hours you cannot spend under the category “other activities” in the other categories.";Engaged in learning activities, such as doing school and homework, but not at school;Number of (whole) hours spent in a normal week when the school was closed, Number of (whole) hours spent in a normal week before the school was closed on March 18;;int;
;45.04;v2_bokind;v2d_bokind;grid;v0;Weekly Time Spent Children;"Wat deed kind in een normale week toen de school gesloten was vanwege het coronavirus, en hoe was dat in een normale week voordat de school op 16 maart werd gesloten?

Hoeveel uur besteedde kind aan de volgende activiteiten?
    • Als kind geen tijd heeft besteed aan een bepaalde activiteit, vult u dan een 0 in bij 'uren'.
    • Let op: u kunt alleen hele uren invullen.
Een week bestaat uit 168 uur. Wilt u de volledige 168 uur verdelen over de activiteiten. Onderin de tabel kunt u zien hoeveel uren er nog te verdelen zijn. U kunt de uren die u niet kwijt kunt kunt u bij de andere categorieën onder de categorie “overige activiteiten” zetten.";Bezig met leeractiviteiten, zoals school- en huiswerk, onder begeleiding van een volwassene (niet op school);Aantal (hele) uren besteed in een normale week toen de school was gesloten, Aantal (hele) uren besteed in een normale week vor de sluiting van de school op 16 maart;"What did the child do in a normal week when the school was closed because of the coronavirus, and what was it like in a normal week before the school closed on March 16?

How many hours did the child spend on the following activities?
• If the child has not spent time on a certain activity, enter a 0 in 'hours'.
• Note: you can only fill in whole hours.
A week consists of 168 hours. Do you want to divide the entire 168 hours between the activities. At the bottom of the table you can see how many hours can still be divided. You can put the hours you cannot spend under the category “other activities” in the other categories.";earning activities, such as school and homework, accompanied by an adult (not at school);Number of (whole) hours spent in a normal week when the school was closed, Number of (whole) hours spent in a normal week before the school was closed on March 19;;int;
;45.05;v2_bokind;v2e_bokind;grid;v0;Weekly Time Spent Children;"Wat deed kind in een normale week toen de school gesloten was vanwege het coronavirus, en hoe was dat in een normale week voordat de school op 16 maart werd gesloten?

Hoeveel uur besteedde kind aan de volgende activiteiten?
    • Als kind geen tijd heeft besteed aan een bepaalde activiteit, vult u dan een 0 in bij 'uren'.
    • Let op: u kunt alleen hele uren invullen.
Een week bestaat uit 168 uur. Wilt u de volledige 168 uur verdelen over de activiteiten. Onderin de tabel kunt u zien hoeveel uren er nog te verdelen zijn. U kunt de uren die u niet kwijt kunt kunt u bij de andere categorieën onder de categorie “overige activiteiten” zetten.";Zelf boeken lezen (niet op school);Aantal (hele) uren besteed in een normale week toen de school was gesloten, Aantal (hele) uren besteed in een normale week vor de sluiting van de school op 16 maart;"What did the child do in a normal week when the school was closed because of the coronavirus, and what was it like in a normal week before the school closed on March 16?

How many hours did the child spend on the following activities?
• If the child has not spent time on a certain activity, enter a 0 in 'hours'.
• Note: you can only fill in whole hours.
A week consists of 168 hours. Do you want to divide the entire 168 hours between the activities. At the bottom of the table you can see how many hours can still be divided. You can put the hours you cannot spend under the category “other activities” in the other categories.";Reading books yourself (not at school);Number of (whole) hours spent in a normal week when the school was closed, Number of (whole) hours spent in a normal week before the school was closed on March 20;;int;
;45.06;v2_bokind;v2f_bokind;grid;v0;Weekly Time Spent Children;"Wat deed kind in een normale week toen de school gesloten was vanwege het coronavirus, en hoe was dat in een normale week voordat de school op 16 maart werd gesloten?

Hoeveel uur besteedde kind aan de volgende activiteiten?
    • Als kind geen tijd heeft besteed aan een bepaalde activiteit, vult u dan een 0 in bij 'uren'.
    • Let op: u kunt alleen hele uren invullen.
Een week bestaat uit 168 uur. Wilt u de volledige 168 uur verdelen over de activiteiten. Onderin de tabel kunt u zien hoeveel uren er nog te verdelen zijn. U kunt de uren die u niet kwijt kunt kunt u bij de andere categorieën onder de categorie “overige activiteiten” zetten.";Voorgelezen worden door een volwassene (niet op school);Aantal (hele) uren besteed in een normale week toen de school was gesloten, Aantal (hele) uren besteed in een normale week vor de sluiting van de school op 16 maart;"What did the child do in a normal week when the school was closed because of the coronavirus, and what was it like in a normal week before the school closed on March 16?

How many hours did the child spend on the following activities?
• If the child has not spent time on a certain activity, enter a 0 in 'hours'.
• Note: you can only fill in whole hours.
A week consists of 168 hours. Do you want to divide the entire 168 hours between the activities. At the bottom of the table you can see how many hours can still be divided. You can put the hours you cannot spend under the category “other activities” in the other categories.";To be read aloud by an adult (not at school);Number of (whole) hours spent in a normal week when the school was closed, Number of (whole) hours spent in a normal week before the school was closed on March 21;;int;
;45.0700000000001;v2_bokind;v2g_bokind;grid;v0;Weekly Time Spent Children;"Wat deed kind in een normale week toen de school gesloten was vanwege het coronavirus, en hoe was dat in een normale week voordat de school op 16 maart werd gesloten?

Hoeveel uur besteedde kind aan de volgende activiteiten?
    • Als kind geen tijd heeft besteed aan een bepaalde activiteit, vult u dan een 0 in bij 'uren'.
    • Let op: u kunt alleen hele uren invullen.
Een week bestaat uit 168 uur. Wilt u de volledige 168 uur verdelen over de activiteiten. Onderin de tabel kunt u zien hoeveel uren er nog te verdelen zijn. U kunt de uren die u niet kwijt kunt kunt u bij de andere categorieën onder de categorie “overige activiteiten” zetten.";Zelf vrij spelen/andere activiteiten binnen- en buitenshuis (niet op school);Aantal (hele) uren besteed in een normale week toen de school was gesloten, Aantal (hele) uren besteed in een normale week vor de sluiting van de school op 16 maart;"What did the child do in a normal week when the school was closed because of the coronavirus, and what was it like in a normal week before the school closed on March 16?

How many hours did the child spend on the following activities?
• If the child has not spent time on a certain activity, enter a 0 in 'hours'.
• Note: you can only fill in whole hours.
A week consists of 168 hours. Do you want to divide the entire 168 hours between the activities. At the bottom of the table you can see how many hours can still be divided. You can put the hours you cannot spend under the category “other activities” in the other categories.";Free play/other indoor and outdoor activities (not at school);Number of (whole) hours spent in a normal week when the school was closed, Number of (whole) hours spent in a normal week before the school was closed on March 22;;int;
;45.0800000000001;v2_bokind;v2h_bokind;grid;v0;Weekly Time Spent Children;"Wat deed kind in een normale week toen de school gesloten was vanwege het coronavirus, en hoe was dat in een normale week voordat de school op 16 maart werd gesloten?

Hoeveel uur besteedde kind aan de volgende activiteiten?
    • Als kind geen tijd heeft besteed aan een bepaalde activiteit, vult u dan een 0 in bij 'uren'.
    • Let op: u kunt alleen hele uren invullen.
Een week bestaat uit 168 uur. Wilt u de volledige 168 uur verdelen over de activiteiten. Onderin de tabel kunt u zien hoeveel uren er nog te verdelen zijn. U kunt de uren die u niet kwijt kunt kunt u bij de andere categorieën onder de categorie “overige activiteiten” zetten.";Vrij spelen/andere activiteiten binnen- en buitenshuis onder toezicht van een volwassene (niet op school);Aantal (hele) uren besteed in een normale week toen de school was gesloten, Aantal (hele) uren besteed in een normale week vor de sluiting van de school op 16 maart;"What did the child do in a normal week when the school was closed because of the coronavirus, and what was it like in a normal week before the school closed on March 16?

How many hours did the child spend on the following activities?
• If the child has not spent time on a certain activity, enter a 0 in 'hours'.
• Note: you can only fill in whole hours.
A week consists of 168 hours. Do you want to divide the entire 168 hours between the activities. At the bottom of the table you can see how many hours can still be divided. You can put the hours you cannot spend under the category “other activities” in the other categories.";Free play/other indoor and outdoor activities supervised by an adult (not at school);Number of (whole) hours spent in a normal week when the school was closed, Number of (whole) hours spent in a normal week before the school was closed on March 23;;int;
;45.0900000000001;v2_bokind;v2i_bokind;grid;v0;Weekly Time Spent Children;"Wat deed kind in een normale week toen de school gesloten was vanwege het coronavirus, en hoe was dat in een normale week voordat de school op 16 maart werd gesloten?

Hoeveel uur besteedde kind aan de volgende activiteiten?
    • Als kind geen tijd heeft besteed aan een bepaalde activiteit, vult u dan een 0 in bij 'uren'.
    • Let op: u kunt alleen hele uren invullen.
Een week bestaat uit 168 uur. Wilt u de volledige 168 uur verdelen over de activiteiten. Onderin de tabel kunt u zien hoeveel uren er nog te verdelen zijn. U kunt de uren die u niet kwijt kunt kunt u bij de andere categorieën onder de categorie “overige activiteiten” zetten.";Huishoudelijke klusjes/ zorgen voor jongere broers of zussen;Aantal (hele) uren besteed in een normale week toen de school was gesloten, Aantal (hele) uren besteed in een normale week vor de sluiting van de school op 16 maart;"What did the child do in a normal week when the school was closed because of the coronavirus, and what was it like in a normal week before the school closed on March 16?

How many hours did the child spend on the following activities?
• If the child has not spent time on a certain activity, enter a 0 in 'hours'.
• Note: you can only fill in whole hours.
A week consists of 168 hours. Do you want to divide the entire 168 hours between the activities. At the bottom of the table you can see how many hours can still be divided. You can put the hours you cannot spend under the category “other activities” in the other categories.";Domestic chores/ taking care of younger siblings;Number of (whole) hours spent in a normal week when the school was closed, Number of (whole) hours spent in a normal week before the school was closed on March 24;;int;
;45.1000000000001;v2_bokind;v2j_bokind;grid;v0;Weekly Time Spent Children;"Wat deed kind in een normale week toen de school gesloten was vanwege het coronavirus, en hoe was dat in een normale week voordat de school op 16 maart werd gesloten?

Hoeveel uur besteedde kind aan de volgende activiteiten?
    • Als kind geen tijd heeft besteed aan een bepaalde activiteit, vult u dan een 0 in bij 'uren'.
    • Let op: u kunt alleen hele uren invullen.
Een week bestaat uit 168 uur. Wilt u de volledige 168 uur verdelen over de activiteiten. Onderin de tabel kunt u zien hoeveel uren er nog te verdelen zijn. U kunt de uren die u niet kwijt kunt kunt u bij de andere categorieën onder de categorie “overige activiteiten” zetten.";Slapen en rusten (bv. ook luieren, nadenken, ziek zijn enz.);Aantal (hele) uren besteed in een normale week toen de school was gesloten, Aantal (hele) uren besteed in een normale week vor de sluiting van de school op 16 maart;"What did the child do in a normal week when the school was closed because of the coronavirus, and what was it like in a normal week before the school closed on March 16?

How many hours did the child spend on the following activities?
• If the child has not spent time on a certain activity, enter a 0 in 'hours'.
• Note: you can only fill in whole hours.
A week consists of 168 hours. Do you want to divide the entire 168 hours between the activities. At the bottom of the table you can see how many hours can still be divided. You can put the hours you cannot spend under the category “other activities” in the other categories.";Sleep and rest (e.g. also lazing, thinking, being sick, etc.);Number of (whole) hours spent in a normal week when the school was closed, Number of (whole) hours spent in a normal week before the school was closed on March 25;;int;
;45.1100000000001;v2_bokind;v2k_bokind;grid;v0;Weekly Time Spent Children;"Wat deed kind in een normale week toen de school gesloten was vanwege het coronavirus, en hoe was dat in een normale week voordat de school op 16 maart werd gesloten?

Hoeveel uur besteedde kind aan de volgende activiteiten?
    • Als kind geen tijd heeft besteed aan een bepaalde activiteit, vult u dan een 0 in bij 'uren'.
    • Let op: u kunt alleen hele uren invullen.
Een week bestaat uit 168 uur. Wilt u de volledige 168 uur verdelen over de activiteiten. Onderin de tabel kunt u zien hoeveel uren er nog te verdelen zijn. U kunt de uren die u niet kwijt kunt kunt u bij de andere categorieën onder de categorie “overige activiteiten” zetten.";Overige activiteiten (bv. eten, douchen, kletsen);Aantal (hele) uren besteed in een normale week toen de school was gesloten, Aantal (hele) uren besteed in een normale week vor de sluiting van de school op 16 maart;"What did the child do in a normal week when the school was closed because of the coronavirus, and what was it like in a normal week before the school closed on March 16?

How many hours did the child spend on the following activities?
• If the child has not spent time on a certain activity, enter a 0 in 'hours'.
• Note: you can only fill in whole hours.
A week consists of 168 hours. Do you want to divide the entire 168 hours between the activities. At the bottom of the table you can see how many hours can still be divided. You can put the hours you cannot spend under the category “other activities” in the other categories.";Other activities (e.g. eating, showering, chatting);Number of (whole) hours spent in a normal week when the school was closed, Number of (whole) hours spent in a normal week before the school was closed on March 26;;int;
;46.1;v3_bokind;v3a_bokind;grid;v0;Spending on Children;Hoeveel hebt u uitgegeven aan de volgende zaken voor de kind in april (toen de school gesloten was) en in februari (voor de sluiting van de school)? Vult u een bedrag in hele euro’s in. Als u het niet meer precies weet, geeft u dan een zo goed mogelijke schatting.;Boeken (ook e-boeken en luisterboeken, maar geen schoolboeken);April, Februari;"How much did you spend on the following things for your child in April (when the school was closed) and in February (before the school closed)?

Please fill in an amount in whole euros. If you can't remember exactly, please give your best estimate.";Books (also e-books and audiobooks, but no schoolbooks);April, February;;float;
;46.2;v3_bokind;v3b_bokind;grid;v0;Spending on Children;Hoeveel hebt u uitgegeven aan de volgende zaken voor de kind in april (toen de school gesloten was) en in februari (voor de sluiting van de school)? Vult u een bedrag in hele euro’s in. Als u het niet meer precies weet, geeft u dan een zo goed mogelijke schatting.;Speelgoed met een educatief karakter;April, Februari;"How much did you spend on the following things for your child in April (when the school was closed) and in February (before the school closed)?

Please fill in an amount in whole euros. If you can't remember exactly, please give your best estimate.";Toys with an educational character;April, February;;float;
;46.3;v3_bokind;v3c_bokind;grid;v0;Spending on Children;Hoeveel hebt u uitgegeven aan de volgende zaken voor de kind in april (toen de school gesloten was) en in februari (voor de sluiting van de school)? Vult u een bedrag in hele euro’s in. Als u het niet meer precies weet, geeft u dan een zo goed mogelijke schatting.;Bijles (ook online);April, Februari;"How much did you spend on the following things for your child in April (when the school was closed) and in February (before the school closed)?

Please fill in an amount in whole euros. If you can't remember exactly, please give your best estimate.";Tutoring (also online);April, February;;float;
;47.1;v4_bokind;v4a_bokind;table;v0;Investments in Children;"We willen nu graag weten hoe belangrijk u het vindt dat ouders tijd en geld besteden om ervoor te zorgen dat kinderen op de langere termijn succes hebben.

Kijkt u goed naar de volgende uitspraken en geef aan of u het ermee eens bent. Laat u de situatie dat de scholen zijn/waren gesloten vanwege het coronavirus buiten beschouwing.";ls ik meer tijd besteed aan het ondersteunen van kind bij het schoolwerk, dan is de kans dat kind naar de universiteit gaat groter.;Helemaal oneens, Oneens,  Niet oneens/niet eens, Eens, Helemaal eens;"How much did you spend on the following things for your child in April (when the school was closed) and in February (before the school closed)?

Please fill in an amount in whole euros. If you can't remember exactly, please give your best estimate.";If I spend more time supporting the child in school work, the chance that the child will go to university is greater.;Strongly disagree,Disagree,Neither agree nor disagree, Agree,Strongly agree;TRUE;Categorical;
;47.2;v4_bokind;v4b_bokind;table;v0;Investments in Children;"We willen nu graag weten hoe belangrijk u het vindt dat ouders tijd en geld besteden om ervoor te zorgen dat kinderen op de langere termijn succes hebben.

Kijkt u goed naar de volgende uitspraken en geef aan of u het ermee eens bent. Laat u de situatie dat de scholen zijn/waren gesloten vanwege het coronavirus buiten beschouwing.";Als ik meer geld besteed aan onderwijsmateriaal (bv. boeken, educatieve spelletjes, bijles enz.) voor kind, dan is de kans dat kind naar de universiteit gaat groter.;Helemaal oneens, Oneens,  Niet oneens/niet eens, Eens, Helemaal eens;"How much did you spend on the following things for your child in April (when the school was closed) and in February (before the school closed)?

Please fill in an amount in whole euros. If you can't remember exactly, please give your best estimate.";If I spend more money on educational material (eg books, educational games, tutoring, etc.) for a child, the chances of a child going to university are higher.;Strongly disagree,Disagree,Neither agree nor disagree, Agree,Strongly agree;TRUE;Categorical;
;47.3;v4_bokind;v4c_bokind;table;v0;Investments in Children;"We willen nu graag weten hoe belangrijk u het vindt dat ouders tijd en geld besteden om ervoor te zorgen dat kinderen op de langere termijn succes hebben.

Kijkt u goed naar de volgende uitspraken en geef aan of u het ermee eens bent. Laat u de situatie dat de scholen zijn/waren gesloten vanwege het coronavirus buiten beschouwing.";Als ik meer tijd besteed aan het ondersteunen van kind bij het schoolwerk, dan is de kans dat hij op zijn 30e een salaris zal verdienen dat boven modaal ligt groter.;Helemaal oneens, Oneens,  Niet oneens/niet eens, Eens, Helemaal eens;"How much did you spend on the following things for your child in April (when the school was closed) and in February (before the school closed)?

Please fill in an amount in whole euros. If you can't remember exactly, please give your best estimate.";If I spend more time supporting child in school work, the chances are that he will earn a salary that is above average by the age of 30.;Strongly disagree,Disagree,Neither agree nor disagree, Agree,Strongly agree;TRUE;Categorical;
;47.4;v4_bokind;v4d_bokind;table;v0;Investments in Children;"We willen nu graag weten hoe belangrijk u het vindt dat ouders tijd en geld besteden om ervoor te zorgen dat kinderen op de langere termijn succes hebben.

Kijkt u goed naar de volgende uitspraken en geef aan of u het ermee eens bent. Laat u de situatie dat de scholen zijn/waren gesloten vanwege het coronavirus buiten beschouwing.";Als ik meer geld besteed aan onderwijsmateriaal (bv. boeken, educatieve spelletjes, bijles enz.) voor kind, dan is de kans dat hij op zijn 30e een salaris zal verdienen dat boven modaal ligt groter.;Helemaal oneens, Oneens,  Niet oneens/niet eens, Eens, Helemaal eens;"How much did you spend on the following things for your child in April (when the school was closed) and in February (before the school closed)?

Please fill in an amount in whole euros. If you can't remember exactly, please give your best estimate.";If I spend more money on educational materials (eg books, educational games, tutoring, etc.) for a child, the chances are that he will earn a salary that is above average by the age of 30.;Strongly disagree,Disagree,Neither agree nor disagree, Agree,Strongly agree;TRUE;Categorical;
;49.1;v5_bokind;v5a_bokind;table;v0;School Closing;Tot slot nog een paar vragen. We willen graag weten wat, volgens u, de invloed is van het sluiten van de school (op 16 maart) op kind als het gaat om:;Zijn mentale gezondheid dit jaar;Zeer negatieve invloed, Negatieve invloed, Geen invloed, Positieve invloed, Zeer positieve invloed ,Niet van toepassing;Finally, a few more questions. We would like to know what, in your opinion, is the impact of closing the school (on March 16) on children when it comes to:;His mental health this year;Very negative influence, Negative influence, No influence, Positive influence, Very positive influence, Not applicable;TRUE;Categorical;
;49.2;v5_bokind;v5b_bokind;table;v0;School Closing;Tot slot nog een paar vragen. We willen graag weten wat, volgens u, de invloed is van het sluiten van de school (op 16 maart) op kind als het gaat om:;vriendschappen van kind dit jaar;Zeer negatieve invloed, Negatieve invloed, Geen invloed, Positieve invloed, Zeer positieve invloed ,Niet van toepassing;Finally, a few more questions. We would like to know what, in your opinion, is the impact of closing the school (on March 16) on children when it comes to:;friendships of child this year;Very negative influence, Negative influence, No influence, Positive influence, Very positive influence, Not applicable;TRUE;Categorical;
;49.3;v5_bokind;v5c_bokind;table;v0;School Closing;Tot slot nog een paar vragen. We willen graag weten wat, volgens u, de invloed is van het sluiten van de school (op 16 maart) op kind als het gaat om:;schoolcijfers voor het vak Nederlands in het komende schooljaar in verhouding tot andere leerlingen uit de klas;Zeer negatieve invloed, Negatieve invloed, Geen invloed, Positieve invloed, Zeer positieve invloed ,Niet van toepassing;Finally, a few more questions. We would like to know what, in your opinion, is the impact of closing the school (on March 16) on children when it comes to:;school grades for the subject of Dutch in the coming school year in relation to other students in the class;Very negative influence, Negative influence, No influence, Positive influence, Very positive influence, Not applicable;TRUE;Categorical;
;49.4;v5_bokind;v5d_bokind;table;v0;School Closing;Tot slot nog een paar vragen. We willen graag weten wat, volgens u, de invloed is van het sluiten van de school (op 16 maart) op kind als het gaat om:;Zijn kans om naar de universiteit te gaan;Zeer negatieve invloed, Negatieve invloed, Geen invloed, Positieve invloed, Zeer positieve invloed ,Niet van toepassing;Finally, a few more questions. We would like to know what, in your opinion, is the impact of closing the school (on March 16) on children when it comes to:;His chance to go to college;Very negative influence, Negative influence, No influence, Positive influence, Very positive influence, Not applicable;TRUE;Categorical;
;49.5;v5_bokind;v5e_bokind;table;v0;School Closing;Tot slot nog een paar vragen. We willen graag weten wat, volgens u, de invloed is van het sluiten van de school (op 16 maart) op kind als het gaat om:;Zijn carrière op de lange termijn;Zeer negatieve invloed, Negatieve invloed, Geen invloed, Positieve invloed, Zeer positieve invloed ,Niet van toepassing;Finally, a few more questions. We would like to know what, in your opinion, is the impact of closing the school (on March 16) on children when it comes to:;His long-term career;Very negative influence, Negative influence, No influence, Positive influence, Very positive influence, Not applicable;TRUE;Categorical;
;50.1;v6_bokind;;multi;v0;Learning during School Closures;Hoe gaan school en leerkrachten enerzijds en kinderen en ouders anderzijds met elkaar om en hoe is de communicatie met de school van kind tijdens de periode dat de school gesloten is/was? Denkt u hierbij ook aan het uitwisselen van lesmateriaal. Meerdere antwoorden mogelijk;Leerkracht(en) en leerling/ouders communiceerden en wisselden lesmateriaal via e-mail uit;;How do schools and teachers on the one hand and children and parents on the other hand interact and what is the communication with the child's school during the period that the school is / was closed? You can also think of exchanging teaching materials. Multiple answers possible;Teacher(s) and pupil/parents communicated and exchanged teaching material by e-mail;;;bool;
;50.2;v6_bokind;;multi;v0;Learning during School Closures;Hoe gaan school en leerkrachten enerzijds en kinderen en ouders anderzijds met elkaar om en hoe is de communicatie met de school van kind tijdens de periode dat de school gesloten is/was? Denkt u hierbij ook aan het uitwisselen van lesmateriaal. Meerdere antwoorden mogelijk;Leerkracht(en) en leerling/ouders communiceerden telefonisch;;How do schools and teachers on the one hand and children and parents on the other hand interact and what is the communication with the child's school during the period that the school is / was closed? You can also think of exchanging teaching materials. Multiple answers possible;Teacher(s) and pupil/parents communicated by telephone;;;bool;
;50.3;v6_bokind;;multi;v0;Learning during School Closures;Hoe gaan school en leerkrachten enerzijds en kinderen en ouders anderzijds met elkaar om en hoe is de communicatie met de school van kind tijdens de periode dat de school gesloten is/was? Denkt u hierbij ook aan het uitwisselen van lesmateriaal. Meerdere antwoorden mogelijk;Leerkracht(en) en leerling/ouders communiceerden en wisselden lesmateriaal via de post uit;;How do schools and teachers on the one hand and children and parents on the other hand interact and what is the communication with the child's school during the period that the school is / was closed? You can also think of exchanging teaching materials. Multiple answers possible;Teacher(s) and pupil/parents communicated and exchanged teaching material by post;;;bool;
;50.4;v6_bokind;;multi;v0;Learning during School Closures;Hoe gaan school en leerkrachten enerzijds en kinderen en ouders anderzijds met elkaar om en hoe is de communicatie met de school van kind tijdens de periode dat de school gesloten is/was? Denkt u hierbij ook aan het uitwisselen van lesmateriaal. Meerdere antwoorden mogelijk;Leerkracht(en) en leerling/ouders communiceerden en wisselden lesmateriaal via Social media of Messenger (bv. Whatsapp) uit;;How do schools and teachers on the one hand and children and parents on the other hand interact and what is the communication with the child's school during the period that the school is / was closed? You can also think of exchanging teaching materials. Multiple answers possible;Teacher(s) and pupil/parents communicated and exchanged teaching material via Social media or Messenger (e.g. Whatsapp).;;;bool;
