Variable,Type,Topic,Reference Period Other Than Survey Period,Links Wave 1,Links Wave 2,Links Wave 3,Links Wave 4,Links Wave 5
no_school_sick_prim_child1,bool,Childcare, , , , ,:ref:`🔗 <w4e-v3_bokind>`, 
no_school_infect_prim_child1,bool,Childcare, , , , ,:ref:`🔗 <w4e-v3_bokind>`, 
no_school_infect_hh_prim_child1,bool,Childcare, , , , ,:ref:`🔗 <w4e-v3_bokind>`, 
no_school_exempt_prim_child1,bool,Childcare, , , , ,:ref:`🔗 <w4e-v3_bokind>`, 
no_school_household_prim_child1,bool,Childcare, , , , ,:ref:`🔗 <w4e-v3_bokind>`, 
no_school_other_prim_child1,bool,Childcare, , , , ,:ref:`🔗 <w4e-v3_bokind>`, 
no_school_other_str_prim_child1,object,Childcare, , , , ,:ref:`🔗 <w4e-v3_bokind>`, 
cc_prim_child1,bool,Childcare, , , , ,:ref:`🔗 <w4e-v4_bokind>`, 
no_cc_sick_prim_child1,bool,Childcare, , , , ,:ref:`🔗 <w4e-v5_bokind>`, 
no_cc_infect_prim_child1,bool,Childcare, , , , ,:ref:`🔗 <w4e-v5_bokind>`, 
no_cc_infect_hh_prim_child1,bool,Childcare, , , , ,:ref:`🔗 <w4e-v5_bokind>`, 
no_cc_household_prim_child1,bool,Childcare, , , , ,:ref:`🔗 <w4e-v5_bokind>`, 
no_cc_closed_prim_child1,bool,Childcare, , , , ,:ref:`🔗 <w4e-v5_bokind>`, 
no_cc_no_place_prim_child1,bool,Childcare, , , , ,:ref:`🔗 <w4e-v5_bokind>`, 
no_cc_dont_use_prim_child1,bool,Childcare, , , , ,:ref:`🔗 <w4e-v5_bokind>`, 
no_cc_other_prim_child1,bool,Childcare, , , , ,:ref:`🔗 <w4e-v5_bokind>`, 
no_cc_other_str_prim_child1,object,Childcare, , , , ,:ref:`🔗 <w4e-v5_bokind>`, 
school_start_mo_prim_child2,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_bokind>`, 
school_start_tue_prim_child2,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_bokind>`, 
school_start_wed_prim_child2,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_bokind>`, 
school_start_thu_prim_child2,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_bokind>`, 
school_start_fr_prim_child2,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_bokind>`, 
school_end_mo_prim_child2,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_bokind>`, 
school_end_tue_prim_child2,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_bokind>`, 
school_end_wed_prim_child2,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_bokind>`, 
school_end_thu_prim_child2,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_bokind>`, 
school_end_fr_prim_child2,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_bokind>`, 
not_mo_prim_child2,bool,Childcare, , , , ,:ref:`🔗 <w4e-v2_bokind>`, 
not_tue_prim_child2,bool,Childcare, , , , ,:ref:`🔗 <w4e-v2_bokind>`, 
not_wed_prim_child2,bool,Childcare, , , , ,:ref:`🔗 <w4e-v2_bokind>`, 
not_thu_prim_child2,bool,Childcare, , , , ,:ref:`🔗 <w4e-v2_bokind>`, 
not_fr_prim_child2,bool,Childcare, , , , ,:ref:`🔗 <w4e-v2_bokind>`, 
no_school_sick_prim_child2,bool,Childcare, , , , ,:ref:`🔗 <w4e-v3_bokind>`, 
no_school_infect_prim_child2,bool,Childcare, , , , ,:ref:`🔗 <w4e-v3_bokind>`, 
no_school_infect_hh_prim_child2,bool,Childcare, , , , ,:ref:`🔗 <w4e-v3_bokind>`, 
no_school_exempt_prim_child2,bool,Childcare, , , , ,:ref:`🔗 <w4e-v3_bokind>`, 
no_school_household_prim_child2,bool,Childcare, , , , ,:ref:`🔗 <w4e-v3_bokind>`, 
no_school_other_prim_child2,bool,Childcare, , , , ,:ref:`🔗 <w4e-v3_bokind>`, 
no_school_other_str_prim_child2,object,Childcare, , , , ,:ref:`🔗 <w4e-v3_bokind>`, 
cc_prim_child2,bool,Childcare, , , , ,:ref:`🔗 <w4e-v4_bokind>`, 
no_cc_sick_prim_child2,bool,Childcare, , , , ,:ref:`🔗 <w4e-v5_bokind>`, 
no_cc_infect_prim_child2,bool,Childcare, , , , ,:ref:`🔗 <w4e-v5_bokind>`, 
no_cc_infect_hh_prim_child2,bool,Childcare, , , , ,:ref:`🔗 <w4e-v5_bokind>`, 
no_cc_household_prim_child2,bool,Childcare, , , , ,:ref:`🔗 <w4e-v5_bokind>`, 
no_cc_closed_prim_child2,bool,Childcare, , , , ,:ref:`🔗 <w4e-v5_bokind>`, 
no_cc_no_place_prim_child2,bool,Childcare, , , , ,:ref:`🔗 <w4e-v5_bokind>`, 
no_cc_dont_use_prim_child2,bool,Childcare, , , , ,:ref:`🔗 <w4e-v5_bokind>`, 
no_cc_other_prim_child2,bool,Childcare, , , , ,:ref:`🔗 <w4e-v5_bokind>`, 
no_cc_other_str_prim_child2,object,Childcare, , , , ,:ref:`🔗 <w4e-v5_bokind>`, 
school_start_mo_prim_child3,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_bokind>`, 
school_start_tue_prim_child3,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_bokind>`, 
school_start_wed_prim_child3,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_bokind>`, 
school_start_thu_prim_child3,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_bokind>`, 
school_start_fr_prim_child3,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_bokind>`, 
school_end_mo_prim_child3,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_bokind>`, 
school_end_tue_prim_child3,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_bokind>`, 
school_end_wed_prim_child3,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_bokind>`, 
school_end_thu_prim_child3,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_bokind>`, 
school_end_fr_prim_child3,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_bokind>`, 
not_mo_prim_child3,bool,Childcare, , , , ,:ref:`🔗 <w4e-v2_bokind>`, 
not_tue_prim_child3,bool,Childcare, , , , ,:ref:`🔗 <w4e-v2_bokind>`, 
not_wed_prim_child3,bool,Childcare, , , , ,:ref:`🔗 <w4e-v2_bokind>`, 
not_thu_prim_child3,bool,Childcare, , , , ,:ref:`🔗 <w4e-v2_bokind>`, 
not_fr_prim_child3,bool,Childcare, , , , ,:ref:`🔗 <w4e-v2_bokind>`, 
no_school_sick_prim_child3,bool,Childcare, , , , ,:ref:`🔗 <w4e-v3_bokind>`, 
no_school_infect_prim_child3,bool,Childcare, , , , ,:ref:`🔗 <w4e-v3_bokind>`, 
no_school_infect_hh_prim_child3,bool,Childcare, , , , ,:ref:`🔗 <w4e-v3_bokind>`, 
no_school_exempt_prim_child3,bool,Childcare, , , , ,:ref:`🔗 <w4e-v3_bokind>`, 
no_school_household_prim_child3,bool,Childcare, , , , ,:ref:`🔗 <w4e-v3_bokind>`, 
no_school_other_prim_child3,bool,Childcare, , , , ,:ref:`🔗 <w4e-v3_bokind>`, 
no_school_other_str_prim_child3,object,Childcare, , , , ,:ref:`🔗 <w4e-v3_bokind>`, 
cc_prim_child3,bool,Childcare, , , , ,:ref:`🔗 <w4e-v4_bokind>`, 
no_cc_sick_prim_child3,bool,Childcare, , , , ,:ref:`🔗 <w4e-v5_bokind>`, 
no_cc_infected_prim_child3,bool,Childcare, , , , ,:ref:`🔗 <w4e-v5_bokind>`, 
no_cc_infected_hh_prim_child3,bool,Childcare, , , , ,:ref:`🔗 <w4e-v5_bokind>`, 
no_cc_household_prim_child3,bool,Childcare, , , , ,:ref:`🔗 <w4e-v5_bokind>`, 
no_cc_closed_prim_child3,bool,Childcare, , , , ,:ref:`🔗 <w4e-v5_bokind>`, 
no_cc_no_place_prim_child3,bool,Childcare, , , , ,:ref:`🔗 <w4e-v5_bokind>`, 
no_cc_dont_use_prim_child3,bool,Childcare, , , , ,:ref:`🔗 <w4e-v5_bokind>`, 
no_cc_other_prim_child3,bool,Childcare, , , , ,:ref:`🔗 <w4e-v5_bokind>`, 
no_cc_other_str_prim_child3,object,Childcare, , , , ,:ref:`🔗 <w4e-v5_bokind>`, 
school_start_mo_prim_child4,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_bokind>`, 
school_start_tue_prim_child4,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_bokind>`, 
school_start_wed_prim_child4,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_bokind>`, 
school_start_thu_prim_child4,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_bokind>`, 
school_start_fr_prim_child4,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_bokind>`, 
school_end_mo_prim_child4,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_bokind>`, 
school_end_tue_prim_child4,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_bokind>`, 
school_end_wed_prim_child4,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_bokind>`, 
school_end_thu_prim_child4,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_bokind>`, 
school_end_fr_prim_child4,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_bokind>`, 
not_mo_prim_child4,bool,Childcare, , , , ,:ref:`🔗 <w4e-v2_bokind>`, 
not_tue_prim_child4,bool,Childcare, , , , ,:ref:`🔗 <w4e-v2_bokind>`, 
not_wed_prim_child4,bool,Childcare, , , , ,:ref:`🔗 <w4e-v2_bokind>`, 
not_thu_prim_child4,bool,Childcare, , , , ,:ref:`🔗 <w4e-v2_bokind>`, 
not_fr_prim_child4,bool,Childcare, , , , ,:ref:`🔗 <w4e-v2_bokind>`, 
no_school_sick_prim_child4,bool,Childcare, , , , ,:ref:`🔗 <w4e-v3_bokind>`, 
no_school_infect_prim_child4,bool,Childcare, , , , ,:ref:`🔗 <w4e-v3_bokind>`, 
no_school_infect_hh_prim_child4,bool,Childcare, , , , ,:ref:`🔗 <w4e-v3_bokind>`, 
no_school_exempt_prim_child4,bool,Childcare, , , , ,:ref:`🔗 <w4e-v3_bokind>`, 
no_school_household_prim_child4,bool,Childcare, , , , ,:ref:`🔗 <w4e-v3_bokind>`, 
no_school_other_prim_child4,bool,Childcare, , , , ,:ref:`🔗 <w4e-v3_bokind>`, 
no_school_other_str_prim_child4,object,Childcare, , , , ,:ref:`🔗 <w4e-v3_bokind>`, 
cc_prim_child4,bool,Childcare, , , , ,:ref:`🔗 <w4e-v4_bokind>`, 
no_cc_sick_prim_child4,bool,Childcare, , , , ,:ref:`🔗 <w4e-v5_bokind>`, 
no_cc_infected_prim_child4,bool,Childcare, , , , ,:ref:`🔗 <w4e-v5_bokind>`, 
no_cc_infected_hh_prim_child4,bool,Childcare, , , , ,:ref:`🔗 <w4e-v5_bokind>`, 
no_cc_household_prim_child4,bool,Childcare, , , , ,:ref:`🔗 <w4e-v5_bokind>`, 
no_cc_closed_prim_child4,bool,Childcare, , , , ,:ref:`🔗 <w4e-v5_bokind>`, 
no_cc_no_place_prim_child4,bool,Childcare, , , , ,:ref:`🔗 <w4e-v5_bokind>`, 
no_cc_dont_use_prim_child4,bool,Childcare, , , , ,:ref:`🔗 <w4e-v5_bokind>`, 
no_cc_other_prim_child4,bool,Childcare, , , , ,:ref:`🔗 <w4e-v5_bokind>`, 
no_cc_other_str_prim_child4,object,Childcare, , , , ,:ref:`🔗 <w4e-v5_bokind>`, 
school_start_mo_prim_child5,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_bokind>`, 
school_start_tue_prim_child5,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_bokind>`, 
school_start_wed_prim_child5,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_bokind>`, 
school_start_thu_prim_child5,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_bokind>`, 
school_start_fr_prim_child5,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_bokind>`, 
school_end_mo_prim_child5,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_bokind>`, 
school_end_tue_prim_child5,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_bokind>`, 
school_end_wed_prim_child5,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_bokind>`, 
school_end_thu_prim_child5,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_bokind>`, 
school_end_fr_prim_child5,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_bokind>`, 
not_mo_prim_child5,bool,Childcare, , , , ,:ref:`🔗 <w4e-v2_bokind>`, 
not_tue_prim_child5,bool,Childcare, , , , ,:ref:`🔗 <w4e-v2_bokind>`, 
not_wed_prim_child5,bool,Childcare, , , , ,:ref:`🔗 <w4e-v2_bokind>`, 
not_thu_prim_child5,bool,Childcare, , , , ,:ref:`🔗 <w4e-v2_bokind>`, 
not_fr_prim_child5,bool,Childcare, , , , ,:ref:`🔗 <w4e-v2_bokind>`, 
no_school_sick_prim_child5,bool,Childcare, , , , ,:ref:`🔗 <w4e-v3_bokind>`, 
no_school_infect_prim_child5,bool,Childcare, , , , ,:ref:`🔗 <w4e-v3_bokind>`, 
no_school_infect_hh_prim_child5,bool,Childcare, , , , ,:ref:`🔗 <w4e-v3_bokind>`, 
no_school_exempt_prim_child5,bool,Childcare, , , , ,:ref:`🔗 <w4e-v3_bokind>`, 
no_school_household_prim_child5,bool,Childcare, , , , ,:ref:`🔗 <w4e-v3_bokind>`, 
no_school_other_prim_child5,bool,Childcare, , , , ,:ref:`🔗 <w4e-v3_bokind>`, 
no_school_other_str_prim_child5,object,Childcare, , , , ,:ref:`🔗 <w4e-v3_bokind>`, 
cc_prim_child5,bool,Childcare, , , , ,:ref:`🔗 <w4e-v4_bokind>`, 
no_cc_sick_prim_child5,bool,Childcare, , , , ,:ref:`🔗 <w4e-v5_bokind>`, 
no_cc_infected_prim_child5,bool,Childcare, , , , ,:ref:`🔗 <w4e-v5_bokind>`, 
no_cc_infected_hh_prim_child5,bool,Childcare, , , , ,:ref:`🔗 <w4e-v5_bokind>`, 
no_cc_household_prim_child5,bool,Childcare, , , , ,:ref:`🔗 <w4e-v5_bokind>`, 
no_cc_closed_prim_child5,bool,Childcare, , , , ,:ref:`🔗 <w4e-v5_bokind>`, 
no_cc_no_place_prim_child5,bool,Childcare, , , , ,:ref:`🔗 <w4e-v5_bokind>`, 
no_cc_dont_use_prim_child5,bool,Childcare, , , , ,:ref:`🔗 <w4e-v5_bokind>`, 
no_cc_other_prim_child5,bool,Childcare, , , , ,:ref:`🔗 <w4e-v5_bokind>`, 
no_cc_other_str_prim_child5,object,Childcare, , , , ,:ref:`🔗 <w4e-v5_bokind>`, 
school_start_mo_sec_child1,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_vokind>`, 
school_start_tue_sec_child1,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_vokind>`, 
school_start_wed_sec_child1,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_vokind>`, 
school_start_thu_sec_child1,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_vokind>`, 
school_start_fr_sec_child1,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_vokind>`, 
school_end_mo_sec_child1,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_vokind>`, 
school_end_tue_sec_child1,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_vokind>`, 
school_end_wed_sec_child1,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_vokind>`, 
school_end_thu_sec_child1,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_vokind>`, 
school_end_fr_sec_child1,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_vokind>`, 
not_mo_sec_child1,bool,Childcare, , , , ,:ref:`🔗 <w4e-v2_vokind>`, 
not_tue_sec_child1,bool,Childcare, , , , ,:ref:`🔗 <w4e-v2_vokind>`, 
not_wed_sec_child1,bool,Childcare, , , , ,:ref:`🔗 <w4e-v2_vokind>`, 
not_thu_sec_child1,bool,Childcare, , , , ,:ref:`🔗 <w4e-v2_vokind>`, 
not_fr_sec_child1,bool,Childcare, , , , ,:ref:`🔗 <w4e-v3_vokind>`, 
no_school_sick_sec_child1,bool,Childcare, , , , ,:ref:`🔗 <w4e-v3_vokind>`, 
no_school_infect_sec_child1,bool,Childcare, , , , ,:ref:`🔗 <w4e-v3_vokind>`, 
no_school_infect_hh_sec_child1,bool,Childcare, , , , ,:ref:`🔗 <w4e-v3_vokind>`, 
no_school_exempt_sec_child1,bool,Childcare, , , , ,:ref:`🔗 <w4e-v3_vokind>`, 
no_school_household_sec_child1,bool,Childcare, , , , ,:ref:`🔗 <w4e-v3_vokind>`, 
no_school_other_sec_child1,bool,Childcare, , , , ,:ref:`🔗 <w4e-v3_vokind>`, 
no_school_other_str_sec_child1,object,Childcare, , , , ,:ref:`🔗 <w4e-v3_vokind>`, 
school_start_mo_sec_child2,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_vokind>`, 
school_start_tue_sec_child2,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_vokind>`, 
school_start_wed_sec_child2,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_vokind>`, 
school_start_thu_sec_child2,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_vokind>`, 
school_start_fr_sec_child2,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_vokind>`, 
school_end_mo_sec_child2,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_vokind>`, 
school_end_tue_sec_child2,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_vokind>`, 
school_end_wed_sec_child2,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_vokind>`, 
school_end_thu_sec_child2,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_vokind>`, 
school_end_fr_sec_child2,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_vokind>`, 
not_mo_sec_child2,bool,Childcare, , , , ,:ref:`🔗 <w4e-v2_vokind>`, 
not_tue_sec_child2,bool,Childcare, , , , ,:ref:`🔗 <w4e-v2_vokind>`, 
not_wed_sec_child2,bool,Childcare, , , , ,:ref:`🔗 <w4e-v2_vokind>`, 
not_thu_sec_child2,bool,Childcare, , , , ,:ref:`🔗 <w4e-v2_vokind>`, 
not_fr_sec_child2,bool,Childcare, , , , ,:ref:`🔗 <w4e-v3_vokind>`, 
no_school_sick_sec_child2,bool,Childcare, , , , ,:ref:`🔗 <w4e-v3_vokind>`, 
no_school_infect_sec_child2,bool,Childcare, , , , ,:ref:`🔗 <w4e-v3_vokind>`, 
no_school_infect_hh_sec_child2,bool,Childcare, , , , ,:ref:`🔗 <w4e-v3_vokind>`, 
no_school_exempt_sec_child2,bool,Childcare, , , , ,:ref:`🔗 <w4e-v3_vokind>`, 
no_school_household_sec_child2,bool,Childcare, , , , ,:ref:`🔗 <w4e-v3_vokind>`, 
no_school_other_sec_child2,bool,Childcare, , , , ,:ref:`🔗 <w4e-v3_vokind>`, 
no_school_other_str_sec_child2,object,Childcare, , , , ,:ref:`🔗 <w4e-v3_vokind>`, 
school_start_mo_sec_child3,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_vokind>`, 
school_start_tue_sec_child3,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_vokind>`, 
school_start_wed_sec_child3,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_vokind>`, 
school_start_thu_sec_child3,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_vokind>`, 
school_start_fr_sec_child3,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_vokind>`, 
school_end_mo_sec_child3,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_vokind>`, 
school_end_tue_sec_child3,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_vokind>`, 
school_end_wed_sec_child3,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_vokind>`, 
school_end_thu_sec_child3,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_vokind>`, 
school_end_fr_sec_child3,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_vokind>`, 
not_mo_sec_child3,bool,Childcare, , , , ,:ref:`🔗 <w4e-v2_vokind>`, 
not_tue_sec_child3,bool,Childcare, , , , ,:ref:`🔗 <w4e-v2_vokind>`, 
not_wed_sec_child3,bool,Childcare, , , , ,:ref:`🔗 <w4e-v2_vokind>`, 
not_thu_sec_child3,bool,Childcare, , , , ,:ref:`🔗 <w4e-v2_vokind>`, 
not_fr_sec_child3,bool,Childcare, , , , ,:ref:`🔗 <w4e-v3_vokind>`, 
no_school_sick_sec_child3,bool,Childcare, , , , ,:ref:`🔗 <w4e-v3_vokind>`, 
no_school_infect_sec_child3,bool,Childcare, , , , ,:ref:`🔗 <w4e-v3_vokind>`, 
no_school_infect_hh_sec_child3,bool,Childcare, , , , ,:ref:`🔗 <w4e-v3_vokind>`, 
no_school_exempt_sec_child3,bool,Childcare, , , , ,:ref:`🔗 <w4e-v3_vokind>`, 
no_school_household_sec_child3,bool,Childcare, , , , ,:ref:`🔗 <w4e-v3_vokind>`, 
no_school_other_sec_child3,bool,Childcare, , , , ,:ref:`🔗 <w4e-v3_vokind>`, 
no_school_other_str_sec_child3,object,Childcare, , , , ,:ref:`🔗 <w4e-v3_vokind>`, 
school_start_mo_sec_child4,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_vokind>`, 
school_start_tue_sec_child4,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_vokind>`, 
school_start_wed_sec_child4,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_vokind>`, 
school_start_thu_sec_child4,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_vokind>`, 
school_start_fr_sec_child4,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_vokind>`, 
school_end_mo_sec_child4,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_vokind>`, 
school_end_tue_sec_child4,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_vokind>`, 
school_end_wed_sec_child4,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_vokind>`, 
school_end_thu_sec_child4,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_vokind>`, 
school_end_fr_sec_child4,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_vokind>`, 
not_mo_sec_child4,bool,Childcare, , , , ,:ref:`🔗 <w4e-v2_vokind>`, 
not_tue_sec_child4,bool,Childcare, , , , ,:ref:`🔗 <w4e-v2_vokind>`, 
not_wed_sec_child4,bool,Childcare, , , , ,:ref:`🔗 <w4e-v2_vokind>`, 
not_thu_sec_child4,bool,Childcare, , , , ,:ref:`🔗 <w4e-v2_vokind>`, 
not_fr_sec_child4,bool,Childcare, , , , ,:ref:`🔗 <w4e-v3_vokind>`, 
no_school_sick_sec_child4,bool,Childcare, , , , ,:ref:`🔗 <w4e-v3_vokind>`, 
no_school_infect_sec_child4,bool,Childcare, , , , ,:ref:`🔗 <w4e-v3_vokind>`, 
no_school_infect_hh_sec_child4,bool,Childcare, , , , ,:ref:`🔗 <w4e-v3_vokind>`, 
no_school_exempt_sec_child4,bool,Childcare, , , , ,:ref:`🔗 <w4e-v3_vokind>`, 
no_school_household_sec_child4,bool,Childcare, , , , ,:ref:`🔗 <w4e-v3_vokind>`, 
no_school_other_sec_child4,bool,Childcare, , , , ,:ref:`🔗 <w4e-v3_vokind>`, 
no_school_other_str_sec_child4,object,Childcare, , , , ,:ref:`🔗 <w4e-v3_vokind>`, 
school_start_mo_sec_child5,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_vokind>`, 
school_start_tue_sec_child5,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_vokind>`, 
school_start_wed_sec_child5,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_vokind>`, 
school_start_thu_sec_child5,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_vokind>`, 
school_start_fr_sec_child5,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_vokind>`, 
school_end_mo_sec_child5,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_vokind>`, 
school_end_tue_sec_child5,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_vokind>`, 
school_end_wed_sec_child5,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_vokind>`, 
school_end_thu_sec_child5,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_vokind>`, 
school_end_fr_sec_child5,float,Childcare, , , , ,:ref:`🔗 <w4e-v2_vokind>`, 
not_mo_sec_child5,bool,Childcare, , , , ,:ref:`🔗 <w4e-v2_vokind>`, 
not_tue_sec_child5,bool,Childcare, , , , ,:ref:`🔗 <w4e-v2_vokind>`, 
not_wed_sec_child5,bool,Childcare, , , , ,:ref:`🔗 <w4e-v2_vokind>`, 
not_thu_sec_child5,bool,Childcare, , , , ,:ref:`🔗 <w4e-v2_vokind>`, 
not_fr_sec_child5,bool,Childcare, , , , ,:ref:`🔗 <w4e-v3_vokind>`, 
no_school_sick_sec_child5,bool,Childcare, , , , ,:ref:`🔗 <w4e-v3_vokind>`, 
no_school_infect_sec_child5,bool,Childcare, , , , ,:ref:`🔗 <w4e-v3_vokind>`, 
no_school_infect_hh_sec_child5,bool,Childcare, , , , ,:ref:`🔗 <w4e-v3_vokind>`, 
no_school_exempt_sec_child5,bool,Childcare, , , , ,:ref:`🔗 <w4e-v3_vokind>`, 
no_school_household_sec_child5,bool,Childcare, , , , ,:ref:`🔗 <w4e-v3_vokind>`, 
no_school_other_sec_child5,bool,Childcare, , , , ,:ref:`🔗 <w4e-v3_vokind>`, 
no_school_other_str_sec_child5,object,Childcare, , , , ,:ref:`🔗 <w4e-v3_vokind>`, 
seeking_job,bool,Job Search, , , , , ,:ref:`🔗 <w5e-JobSearch>`
seeking_diff_profession,bool,Job Search, , , , , ,:ref:`🔗 <w5e-DifferentJobs>`
seeking_diff_profession_str,object,Job Search, , , , , ,:ref:`🔗 <w5e-NamesDifferentJobs>`
change_proff_job,category,Job Search, , , , , ,:ref:`🔗 <w5e-SearchingTraining>`
change_proff_education,category,Job Search, , , , , ,:ref:`🔗 <w5e-SearchingTraining>`
e_now_employer,int,Employment, , , , , ,:ref:`🔗 <w5e-NOW_ES>`
e_now_use,int,Employment, , , , , ,:ref:`🔗 <w5e-NOW_ES>`
e_tozo_use,int,Employment, , , , , ,:ref:`🔗 <w5e-Tozo_ES2>`
